rgb,depth,mask,type,physical_id,placement_id,frame,occupancy,t,area_mm2,length_mm,width_mm,elongation,max_height_mm,mean_height_mm,p90_height_mm,height_std_mm,volume_mm3,invalid_depth_frac,source_split,source_file
source\glove_pair_nitrile\1671097703644_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097703644_r,glove_pair_nitrile:1671097703644_r:2231,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097703644_r.png
source\glove_pair_nitrile\1671097713382.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097713382,glove_pair_nitrile:1671097713382:2232,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097713382.jpeg
source\glove_pair_nitrile\1671097713382_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097713382_l,glove_pair_nitrile:1671097713382_l:2233,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671097713382_l.png
source\glove_pair_nitrile\1671097713382_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097713382_r,glove_pair_nitrile:1671097713382_r:2234,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097713382_r.png
source\glove_pair_nitrile\1671097716484.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097716484,glove_pair_nitrile:1671097716484:2235,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097716484.jpeg
source\glove_pair_nitrile\1671097716484_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097716484_l,glove_pair_nitrile:1671097716484_l:2236,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671097716484_l.png
source\glove_pair_nitrile\1671097716484_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097716484_r,glove_pair_nitrile:1671097716484_r:2237,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097716484_r.png
source\glove_pair_nitrile\1671097720720.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097720720,glove_pair_nitrile:1671097720720:2238,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097720720.jpeg
source\glove_pair_nitrile\1671097720720_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097720720_l,glove_pair_nitrile:1671097720720_l:2239,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097720720_l.png
source\glove_pair_nitrile\1671097720720_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097720720_r,glove_pair_nitrile:1671097720720_r:2240,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097720720_r.png
source\glove_pair_nitrile\1671097723089.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097723089,glove_pair_nitrile:1671097723089:2241,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097723089.jpeg
source\glove_pair_nitrile\1671097723089_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097723089_l,glove_pair_nitrile:1671097723089_l:2242,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097723089_l.png
source\glove_pair_nitrile\1671097723089_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097723089_r,glove_pair_nitrile:1671097723089_r:2243,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671097723089_r.png
source\glove_pair_nitrile\1671097729493.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097729493,glove_pair_nitrile:1671097729493:2244,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097729493.jpeg
source\glove_pair_nitrile\1671097729493_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097729493_l,glove_pair_nitrile:1671097729493_l:2245,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097729493_l.png
source\glove_pair_nitrile\1671097729493_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097729493_r,glove_pair_nitrile:1671097729493_r:2246,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097729493_r.png
source\glove_pair_nitrile\1671097735796.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097735796,glove_pair_nitrile:1671097735796:2247,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097735796.jpeg
source\glove_pair_nitrile\1671097735796_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097735796_l,glove_pair_nitrile:1671097735796_l:2248,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097735796_l.png
source\glove_pair_nitrile\1671097735796_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097735796_r,glove_pair_nitrile:1671097735796_r:2249,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097735796_r.png
source\glove_pair_nitrile\1671097740098.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097740098,glove_pair_nitrile:1671097740098:2250,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097740098.jpeg
source\glove_pair_nitrile\1671097740098_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097740098_l,glove_pair_nitrile:1671097740098_l:2251,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097740098_l.png
source\glove_pair_nitrile\1671097740098_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097740098_r,glove_pair_nitrile:1671097740098_r:2252,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671097740098_r.png
source\glove_pair_nitrile\1671097747034.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097747034,glove_pair_nitrile:1671097747034:2253,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097747034.jpeg
source\glove_pair_nitrile\1671097747034_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097747034_l,glove_pair_nitrile:1671097747034_l:2254,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097747034_l.png
source\glove_pair_nitrile\1671097747034_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097747034_r,glove_pair_nitrile:1671097747034_r:2255,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097747034_r.png
source\glove_pair_nitrile\1671097749102.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097749102,glove_pair_nitrile:1671097749102:2256,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097749102.jpeg
source\glove_pair_nitrile\1671097749102_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097749102_l,glove_pair_nitrile:1671097749102_l:2257,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097749102_l.png
source\glove_pair_nitrile\1671097749102_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097749102_r,glove_pair_nitrile:1671097749102_r:2258,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097749102_r.png
source\glove_pair_nitrile\1671097754173.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097754173,glove_pair_nitrile:1671097754173:2259,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097754173.jpeg
source\glove_pair_nitrile\1671097754173_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097754173_l,glove_pair_nitrile:1671097754173_l:2260,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097754173_l.png
source\glove_pair_nitrile\1671097754173_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097754173_r,glove_pair_nitrile:1671097754173_r:2261,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097754173_r.png
source\glove_pair_nitrile\1671097758875.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097758875,glove_pair_nitrile:1671097758875:2262,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671097758875.jpeg
source\glove_pair_nitrile\1671097758875_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097758875_l,glove_pair_nitrile:1671097758875_l:2263,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671097758875_l.png
source\glove_pair_nitrile\1671097758875_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097758875_r,glove_pair_nitrile:1671097758875_r:2264,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097758875_r.png
source\glove_pair_nitrile\1671097762346.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097762346,glove_pair_nitrile:1671097762346:2265,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097762346.jpeg
source\glove_pair_nitrile\1671097762346_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097762346_l,glove_pair_nitrile:1671097762346_l:2266,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097762346_l.png
source\glove_pair_nitrile\1671097762346_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097762346_r,glove_pair_nitrile:1671097762346_r:2267,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097762346_r.png
source\glove_pair_nitrile\1671097767146.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097767146,glove_pair_nitrile:1671097767146:2268,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097767146.jpeg
source\glove_pair_nitrile\1671097767146_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097767146_l,glove_pair_nitrile:1671097767146_l:2269,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097767146_l.png
source\glove_pair_nitrile\1671097767146_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097767146_r,glove_pair_nitrile:1671097767146_r:2270,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097767146_r.png
source\glove_pair_nitrile\1671097773885.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097773885,glove_pair_nitrile:1671097773885:2271,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097773885.jpeg
source\glove_pair_nitrile\1671097773885_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097773885_l,glove_pair_nitrile:1671097773885_l:2272,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097773885_l.png
source\glove_pair_nitrile\1671097773885_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097773885_r,glove_pair_nitrile:1671097773885_r:2273,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097773885_r.png
source\glove_pair_nitrile\1671097781521.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097781521,glove_pair_nitrile:1671097781521:2274,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097781521.jpeg
source\glove_pair_nitrile\1671097781521_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097781521_l,glove_pair_nitrile:1671097781521_l:2275,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097781521_l.png
source\glove_pair_nitrile\1671097781521_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097781521_r,glove_pair_nitrile:1671097781521_r:2276,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097781521_r.png
source\glove_pair_nitrile\1671097786924.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097786924,glove_pair_nitrile:1671097786924:2277,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097786924.jpeg
source\glove_pair_nitrile\1671097786924_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097786924_l,glove_pair_nitrile:1671097786924_l:2278,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097786924_l.png
source\glove_pair_nitrile\1671097786924_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097786924_r,glove_pair_nitrile:1671097786924_r:2279,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097786924_r.png
source\glove_pair_nitrile\1671097791426.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097791426,glove_pair_nitrile:1671097791426:2280,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097791426.jpeg
source\glove_pair_nitrile\1671097791426_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097791426_l,glove_pair_nitrile:1671097791426_l:2281,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097791426_l.png
source\glove_pair_nitrile\1671097791426_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097791426_r,glove_pair_nitrile:1671097791426_r:2282,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097791426_r.png
source\glove_pair_nitrile\1671097795830.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097795830,glove_pair_nitrile:1671097795830:2283,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097795830.jpeg
source\glove_pair_nitrile\1671097795830_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097795830_l,glove_pair_nitrile:1671097795830_l:2284,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671097795830_l.png
source\glove_pair_nitrile\1671097795830_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097795830_r,glove_pair_nitrile:1671097795830_r:2285,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097795830_r.png
source\glove_pair_nitrile\1671097801431.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097801431,glove_pair_nitrile:1671097801431:2286,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671097801431.jpeg
source\glove_pair_nitrile\1671097801431_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097801431_l,glove_pair_nitrile:1671097801431_l:2287,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097801431_l.png
source\glove_pair_nitrile\1671097801431_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097801431_r,glove_pair_nitrile:1671097801431_r:2288,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671097801431_r.png
source\glove_pair_nitrile\1671097947646.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097947646,glove_pair_nitrile:1671097947646:2289,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097947646.jpeg
source\glove_pair_nitrile\1671097947646_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097947646_l,glove_pair_nitrile:1671097947646_l:2290,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097947646_l.png
source\glove_pair_nitrile\1671097947646_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097947646_r,glove_pair_nitrile:1671097947646_r:2291,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097947646_r.png
source\glove_pair_nitrile\1671097952349.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097952349,glove_pair_nitrile:1671097952349:2292,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097952349.jpeg
source\glove_pair_nitrile\1671097952349_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097952349_l,glove_pair_nitrile:1671097952349_l:2293,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097952349_l.png
source\glove_pair_nitrile\1671097952349_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097952349_r,glove_pair_nitrile:1671097952349_r:2294,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097952349_r.png
source\glove_pair_nitrile\1671097957451.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097957451,glove_pair_nitrile:1671097957451:2295,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097957451.jpeg
source\glove_pair_nitrile\1671097957451_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097957451_l,glove_pair_nitrile:1671097957451_l:2296,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097957451_l.png
source\glove_pair_nitrile\1671097957451_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097957451_r,glove_pair_nitrile:1671097957451_r:2297,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097957451_r.png
source\glove_pair_nitrile\1671097961486.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097961486,glove_pair_nitrile:1671097961486:2298,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097961486.jpeg
source\glove_pair_nitrile\1671097961486_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097961486_l,glove_pair_nitrile:1671097961486_l:2299,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671097961486_l.png
source\glove_pair_nitrile\1671097961486_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097961486_r,glove_pair_nitrile:1671097961486_r:2300,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097961486_r.png
source\glove_pair_nitrile\1671097967691.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097967691,glove_pair_nitrile:1671097967691:2301,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097967691.jpeg
source\glove_pair_nitrile\1671097967691_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097967691_l,glove_pair_nitrile:1671097967691_l:2302,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097967691_l.png
source\glove_pair_nitrile\1671097967691_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097967691_r,glove_pair_nitrile:1671097967691_r:2303,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097967691_r.png
source\glove_pair_nitrile\1671097973393.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097973393,glove_pair_nitrile:1671097973393:2304,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097973393.jpeg
source\glove_pair_nitrile\1671097973393_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097973393_l,glove_pair_nitrile:1671097973393_l:2305,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097973393_l.png
source\glove_pair_nitrile\1671097973393_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097973393_r,glove_pair_nitrile:1671097973393_r:2306,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097973393_r.png
source\glove_pair_nitrile\1671097980531.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097980531,glove_pair_nitrile:1671097980531:2307,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097980531.jpeg
source\glove_pair_nitrile\1671097980531_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097980531_l,glove_pair_nitrile:1671097980531_l:2308,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671097980531_l.png
source\glove_pair_nitrile\1671097980531_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097980531_r,glove_pair_nitrile:1671097980531_r:2309,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097980531_r.png
source\glove_pair_nitrile\1671097985566.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097985566,glove_pair_nitrile:1671097985566:2310,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671097985566.jpeg
source\glove_pair_nitrile\1671097985566_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097985566_l,glove_pair_nitrile:1671097985566_l:2311,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097985566_l.png
source\glove_pair_nitrile\1671097985566_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097985566_r,glove_pair_nitrile:1671097985566_r:2312,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097985566_r.png
source\glove_pair_nitrile\1671097991071.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097991071,glove_pair_nitrile:1671097991071:2313,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097991071.jpeg
source\glove_pair_nitrile\1671097991071_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097991071_l,glove_pair_nitrile:1671097991071_l:2314,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097991071_l.png
source\glove_pair_nitrile\1671097991071_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097991071_r,glove_pair_nitrile:1671097991071_r:2315,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097991071_r.png
source\glove_pair_nitrile\1671097995239.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671097995239,glove_pair_nitrile:1671097995239:2316,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671097995239.jpeg
source\glove_pair_nitrile\1671097995239_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097995239_l,glove_pair_nitrile:1671097995239_l:2317,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671097995239_l.png
source\glove_pair_nitrile\1671097995239_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671097995239_r,glove_pair_nitrile:1671097995239_r:2318,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671097995239_r.png
source\glove_pair_nitrile\1671098012349.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671098012349,glove_pair_nitrile:1671098012349:2319,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098012349.jpeg
source\glove_pair_nitrile\1671098012349_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098012349_l,glove_pair_nitrile:1671098012349_l:2320,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098012349_l.png
source\glove_pair_nitrile\1671098012349_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098012349_r,glove_pair_nitrile:1671098012349_r:2321,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098012349_r.png
source\glove_pair_nitrile\1671098018185.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671098018185,glove_pair_nitrile:1671098018185:2322,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671098018185.jpeg
source\glove_pair_nitrile\1671098018185_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098018185_l,glove_pair_nitrile:1671098018185_l:2323,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098018185_l.png
source\glove_pair_nitrile\1671098018185_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098018185_r,glove_pair_nitrile:1671098018185_r:2324,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098018185_r.png
source\glove_pair_nitrile\1671098029191.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671098029191,glove_pair_nitrile:1671098029191:2325,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098029191.jpeg
source\glove_pair_nitrile\1671098029191_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098029191_l,glove_pair_nitrile:1671098029191_l:2326,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098029191_l.png
source\glove_pair_nitrile\1671098029191_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098029191_r,glove_pair_nitrile:1671098029191_r:2327,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098029191_r.png
source\glove_pair_nitrile\1671098033794.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671098033794,glove_pair_nitrile:1671098033794:2328,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098033794.jpeg
source\glove_pair_nitrile\1671098033794_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098033794_l,glove_pair_nitrile:1671098033794_l:2329,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098033794_l.png
source\glove_pair_nitrile\1671098033794_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098033794_r,glove_pair_nitrile:1671098033794_r:2330,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098033794_r.png
source\glove_pair_nitrile\1671098040630.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671098040630,glove_pair_nitrile:1671098040630:2331,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098040630.jpeg
source\glove_pair_nitrile\1671098040630_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098040630_l,glove_pair_nitrile:1671098040630_l:2332,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671098040630_l.png
source\glove_pair_nitrile\1671098040630_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098040630_r,glove_pair_nitrile:1671098040630_r:2333,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,glove_pair_nitrile/1671098040630_r.png
source\glove_pair_nitrile\1671098049335.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671098049335,glove_pair_nitrile:1671098049335:2334,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671098049335.jpeg
source\glove_pair_nitrile\1671098049335_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098049335_l,glove_pair_nitrile:1671098049335_l:2335,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671098049335_l.png
source\glove_pair_nitrile\1671098049335_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098049335_r,glove_pair_nitrile:1671098049335_r:2336,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098049335_r.png
source\glove_pair_nitrile\1671098053804.jpeg,,,glove_pair_nitrile,glove_pair_nitrile:1671098053804,glove_pair_nitrile:1671098053804:2337,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098053804.jpeg
source\glove_pair_nitrile\1671098053804_l.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098053804_l,glove_pair_nitrile:1671098053804_l:2338,0,ONE,,0,0,0,0,0,0,0,0,0,0,val,glove_pair_nitrile/1671098053804_l.png
source\glove_pair_nitrile\1671098053804_r.png,,,glove_pair_nitrile,glove_pair_nitrile:1671098053804_r,glove_pair_nitrile:1671098053804_r:2339,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,glove_pair_nitrile/1671098053804_r.png
